,quotedate,expiration,strike,impliedvol,delta
2224154,2020-12-10,2021-01-08,305.0,0.3679,-0.0338
2224156,2020-12-10,2021-01-08,310.0,0.3515,-0.0408
2224158,2020-12-10,2021-01-08,315.0,0.3359,-0.0498
2224160,2020-12-10,2021-01-08,320.0,0.3216,-0.0617
2224162,2020-12-10,2021-01-08,325.0,0.3071,-0.0766
2224164,2020-12-10,2021-01-08,330.0,0.2933,-0.096
2224166,2020-12-10,2021-01-08,332.5,0.2865,-0.1077
2224168,2020-12-10,2021-01-08,335.0,0.2796,-0.1207
2224170,2020-12-10,2021-01-08,337.5,0.2727,-0.1354
2224172,2020-12-10,2021-01-08,340.0,0.2658,-0.1519
2224174,2020-12-10,2021-01-08,342.5,0.259,-0.1706
2224176,2020-12-10,2021-01-08,345.0,0.2519,-0.1913
2224178,2020-12-10,2021-01-08,347.5,0.245,-0.2148
2224180,2020-12-10,2021-01-08,349.0,0.2405,-0.2299
2224182,2020-12-10,2021-01-08,350.0,0.2378,-0.2408
2224184,2020-12-10,2021-01-08,351.0,0.2349,-0.2521
2224186,2020-12-10,2021-01-08,352.0,0.23199999999999998,-0.2638
2224188,2020-12-10,2021-01-08,352.5,0.2305,-0.2699
2224190,2020-12-10,2021-01-08,353.0,0.2291,-0.2761
2224192,2020-12-10,2021-01-08,354.0,0.2263,-0.2891
2224194,2020-12-10,2021-01-08,355.0,0.2233,-0.3024
2224196,2020-12-10,2021-01-08,356.0,0.2204,-0.3165
2224198,2020-12-10,2021-01-08,357.0,0.2175,-0.3311
2224200,2020-12-10,2021-01-08,357.5,0.2159,-0.3385
2224202,2020-12-10,2021-01-08,358.0,0.2144,-0.3462
2224204,2020-12-10,2021-01-08,359.0,0.2116,-0.3621
2224206,2020-12-10,2021-01-08,360.0,0.2085,-0.3786
2224208,2020-12-10,2021-01-08,361.0,0.2055,-0.3957
2224210,2020-12-10,2021-01-08,362.0,0.2025,-0.4135
2224212,2020-12-10,2021-01-08,362.5,0.2011,-0.4226
2224214,2020-12-10,2021-01-08,363.0,0.1995,-0.4319
2224216,2020-12-10,2021-01-08,364.0,0.1966,-0.451
2224218,2020-12-10,2021-01-08,365.0,0.1938,-0.4708
2224220,2020-12-10,2021-01-08,366.0,0.191,-0.4911
2224222,2020-12-10,2021-01-08,367.0,0.1884,-0.512
2224224,2020-12-10,2021-01-08,367.5,0.187,-0.5226
2224226,2020-12-10,2021-01-08,368.0,0.1858,-0.5333
2224228,2020-12-10,2021-01-08,369.0,0.1834,-0.555
2224230,2020-12-10,2021-01-08,370.0,0.18100000000000002,-0.5770000000000001
2224232,2020-12-10,2021-01-08,371.0,0.1788,-0.5992
2224234,2020-12-10,2021-01-08,372.0,0.1766,-0.6216
2224236,2020-12-10,2021-01-08,372.5,0.1754,-0.6329
2224238,2020-12-10,2021-01-08,373.0,0.1745,-0.6439
2224240,2020-12-10,2021-01-08,374.0,0.1725,-0.6661
2224242,2020-12-10,2021-01-08,375.0,0.1708,-0.6879
2224244,2020-12-10,2021-01-08,376.0,0.1697,-0.7086
2224246,2020-12-10,2021-01-08,377.0,0.168,-0.7296
2224248,2020-12-10,2021-01-08,377.5,0.1674,-0.7397
2224250,2020-12-10,2021-01-08,378.0,0.1674,-0.7487
2224252,2020-12-10,2021-01-08,379.0,0.1667,-0.7673
2224254,2020-12-10,2021-01-08,380.0,0.1663,-0.7847
2224256,2020-12-10,2021-01-08,381.0,0.1668,-0.8
2224258,2020-12-10,2021-01-08,382.0,0.1673,-0.8145
2224260,2020-12-10,2021-01-08,382.5,0.168,-0.8208
2224262,2020-12-10,2021-01-08,383.0,0.1686,-0.8270000000000001
2224264,2020-12-10,2021-01-08,384.0,0.1695,-0.8393
2224266,2020-12-10,2021-01-08,385.0,0.1708,-0.8503
2224268,2020-12-10,2021-01-08,386.0,0.1731,-0.8591
2224270,2020-12-10,2021-01-08,387.0,0.1758,-0.8667
2224272,2020-12-10,2021-01-08,387.5,0.1767,-0.871
2224274,2020-12-10,2021-01-08,388.0,0.1782,-0.8743
2224276,2020-12-10,2021-01-08,389.0,0.1814,-0.8802
2224278,2020-12-10,2021-01-08,390.0,0.1847,-0.8855
2224280,2020-12-10,2021-01-08,391.0,0.1876,-0.8909999999999999
2224282,2020-12-10,2021-01-08,392.0,0.192,-0.8942
2224284,2020-12-10,2021-01-08,393.0,0.1954,-0.8984
2224286,2020-12-10,2021-01-08,394.0,0.1996,-0.9014
2224288,2020-12-10,2021-01-08,395.0,0.2037,-0.9043
2224290,2020-12-10,2021-01-08,396.0,0.2077,-0.9071
2224292,2020-12-10,2021-01-08,397.0,0.212,-0.9094
2224294,2020-12-10,2021-01-08,398.0,0.2159,-0.912
2224296,2020-12-10,2021-01-08,399.0,0.2204,-0.9138
2224298,2020-12-10,2021-01-08,400.0,0.2248,-0.9156
2224300,2020-12-10,2021-01-08,401.0,0.2289,-0.9175
2224302,2020-12-10,2021-01-08,402.0,0.2335,-0.9189
2224304,2020-12-10,2021-01-08,403.0,0.2374,-0.9208
2224306,2020-12-10,2021-01-08,404.0,0.242,-0.922
2224308,2020-12-10,2021-01-08,405.0,0.2462,-0.9234
2224310,2020-12-10,2021-01-08,410.0,0.2666,-0.93
2224312,2020-12-10,2021-01-08,415.0,0.2899,-0.9329999999999999
2224314,2020-12-10,2021-01-08,420.0,0.3081,-0.9384
2224316,2020-12-10,2021-01-08,425.0,0.3286,-0.9414
2224318,2020-12-10,2021-01-08,430.0,0.3489,-0.9439
2224320,2020-12-10,2021-01-08,435.0,0.3671,-0.9469
2224322,2020-12-10,2021-01-08,440.0,0.3766,-0.9532
2224324,2020-12-10,2021-01-08,450.0,0.4136,-0.9561
2224326,2020-12-10,2021-01-08,460.0,0.44799999999999995,-0.9590000000000001
2224328,2020-12-10,2021-01-08,470.0,0.4804,-0.9616
2233130,2020-12-11,2021-01-08,205.0,0.4125,0.0
2233132,2020-12-11,2021-01-08,210.0,0.4125,0.0
2233134,2020-12-11,2021-01-08,215.0,0.4125,0.0
2233136,2020-12-11,2021-01-08,220.0,0.4125,0.0
2233138,2020-12-11,2021-01-08,225.0,0.4125,0.0
2233140,2020-12-11,2021-01-08,230.0,0.4125,0.0
2233142,2020-12-11,2021-01-08,235.0,0.4125,0.0
2233144,2020-12-11,2021-01-08,240.0,0.4125,-0.0001
2233146,2020-12-11,2021-01-08,245.0,0.4125,-0.0002
2233148,2020-12-11,2021-01-08,250.0,0.4125,-0.0003
2233150,2020-12-11,2021-01-08,255.0,0.4125,-0.0006
2233152,2020-12-11,2021-01-08,260.0,0.4125,-0.0011
2233154,2020-12-11,2021-01-08,265.0,0.4125,-0.0019
2233156,2020-12-11,2021-01-08,270.0,0.4125,-0.0031
2233158,2020-12-11,2021-01-08,275.0,0.4125,-0.0051
2233160,2020-12-11,2021-01-08,280.0,0.4125,-0.008
2233162,2020-12-11,2021-01-08,285.0,0.4125,-0.0121
2233164,2020-12-11,2021-01-08,290.0,0.4125,-0.0179
2233166,2020-12-11,2021-01-08,295.0,0.4125,-0.0257
2233168,2020-12-11,2021-01-08,300.0,0.39399999999999996,-0.0302
2233170,2020-12-11,2021-01-08,305.0,0.3766,-0.036000000000000004
2233172,2020-12-11,2021-01-08,310.0,0.3596,-0.0432
2233174,2020-12-11,2021-01-08,315.0,0.3434,-0.0526
2233176,2020-12-11,2021-01-08,320.0,0.3284,-0.0649
2233178,2020-12-11,2021-01-08,325.0,0.3134,-0.0803
2233180,2020-12-11,2021-01-08,330.0,0.299,-0.1003
2233182,2020-12-11,2021-01-08,332.5,0.2922,-0.1125
2233184,2020-12-11,2021-01-08,335.0,0.2847,-0.1257
2233186,2020-12-11,2021-01-08,337.5,0.2779,-0.1411
2233188,2020-12-11,2021-01-08,340.0,0.2705,-0.1579
2233190,2020-12-11,2021-01-08,342.5,0.2633,-0.177
2233192,2020-12-11,2021-01-08,345.0,0.2558,-0.1982
2233194,2020-12-11,2021-01-08,347.5,0.2484,-0.2221
2233196,2020-12-11,2021-01-08,349.0,0.2438,-0.2377
2233198,2020-12-11,2021-01-08,350.0,0.2408,-0.2488
2233200,2020-12-11,2021-01-08,351.0,0.2378,-0.2603
2233202,2020-12-11,2021-01-08,352.0,0.2345,-0.2722
2233204,2020-12-11,2021-01-08,352.5,0.233,-0.2785
2233206,2020-12-11,2021-01-08,353.0,0.2315,-0.2849
2233208,2020-12-11,2021-01-08,354.0,0.2283,-0.298
2233210,2020-12-11,2021-01-08,355.0,0.2252,-0.3117
2233212,2020-12-11,2021-01-08,356.0,0.222,-0.326
2233214,2020-12-11,2021-01-08,357.0,0.2187,-0.3409
2233216,2020-12-11,2021-01-08,357.5,0.2172,-0.3487
2233218,2020-12-11,2021-01-08,358.0,0.2155,-0.3565
2233220,2020-12-11,2021-01-08,359.0,0.2122,-0.3728
2233222,2020-12-11,2021-01-08,360.0,0.2089,-0.3897
2233224,2020-12-11,2021-01-08,361.0,0.2056,-0.4073
2233226,2020-12-11,2021-01-08,362.0,0.2023,-0.4256
2233228,2020-12-11,2021-01-08,362.5,0.2006,-0.4351
2233230,2020-12-11,2021-01-08,363.0,0.1991,-0.4447
2233232,2020-12-11,2021-01-08,364.0,0.1959,-0.4645
2233234,2020-12-11,2021-01-08,365.0,0.1927,-0.4849
2233236,2020-12-11,2021-01-08,366.0,0.1893,-0.506
2233238,2020-12-11,2021-01-08,367.0,0.1862,-0.5278
2233240,2020-12-11,2021-01-08,367.5,0.1847,-0.5389
2233242,2020-12-11,2021-01-08,368.0,0.1831,-0.5501
2233244,2020-12-11,2021-01-08,369.0,0.1801,-0.5729
2233246,2020-12-11,2021-01-08,370.0,0.1767,-0.5964
2233248,2020-12-11,2021-01-08,371.0,0.1738,-0.62
2233250,2020-12-11,2021-01-08,372.0,0.1708,-0.644
2233252,2020-12-11,2021-01-08,372.5,0.1695,-0.6558
2233254,2020-12-11,2021-01-08,373.0,0.1681,-0.6678
2233256,2020-12-11,2021-01-08,374.0,0.1658,-0.6912
2233258,2020-12-11,2021-01-08,375.0,0.1632,-0.7148
2233260,2020-12-11,2021-01-08,376.0,0.1613,-0.7371
2233262,2020-12-11,2021-01-08,377.0,0.1586,-0.7602
2233264,2020-12-11,2021-01-08,377.5,0.1588,-0.7692
2233266,2020-12-11,2021-01-08,378.0,0.1576,-0.7801
2233268,2020-12-11,2021-01-08,379.0,0.1561,-0.8
2233270,2020-12-11,2021-01-08,380.0,0.1556,-0.8175
2233272,2020-12-11,2021-01-08,381.0,0.1545,-0.835
2233274,2020-12-11,2021-01-08,382.0,0.1543,-0.85
2233276,2020-12-11,2021-01-08,382.5,0.1547,-0.8564
2233278,2020-12-11,2021-01-08,383.0,0.1548,-0.863
2233280,2020-12-11,2021-01-08,384.0,0.155,-0.8755
2233282,2020-12-11,2021-01-08,385.0,0.1563,-0.8855
2233284,2020-12-11,2021-01-08,386.0,0.1573,-0.8951
2233286,2020-12-11,2021-01-08,387.0,0.1585,-0.9037
2233288,2020-12-11,2021-01-08,387.5,0.1595,-0.9071
2233290,2020-12-11,2021-01-08,388.0,0.1602,-0.9109
2233292,2020-12-11,2021-01-08,389.0,0.1633,-0.9156
2233294,2020-12-11,2021-01-08,390.0,0.1654,-0.9213
2233296,2020-12-11,2021-01-08,391.0,0.1693,-0.9242
2233298,2020-12-11,2021-01-08,392.0,0.1722,-0.9282
2233300,2020-12-11,2021-01-08,393.0,0.175,-0.9319
2233302,2020-12-11,2021-01-08,394.0,0.1793,-0.9337
2233304,2020-12-11,2021-01-08,395.0,0.1822,-0.9368
2233306,2020-12-11,2021-01-08,396.0,0.1855,-0.9394
2233308,2020-12-11,2021-01-08,397.0,0.1896,-0.9409
2233310,2020-12-11,2021-01-08,398.0,0.1935,-0.9425
2233312,2020-12-11,2021-01-08,399.0,0.19699999999999998,-0.9444
2233314,2020-12-11,2021-01-08,400.0,0.2009,-0.9458
2233316,2020-12-11,2021-01-08,401.0,0.2048,-0.9471
2233318,2020-12-11,2021-01-08,402.0,0.2087,-0.9483
2233320,2020-12-11,2021-01-08,403.0,0.2113,-0.9505
2233322,2020-12-11,2021-01-08,404.0,0.2113,-0.9545
2233324,2020-12-11,2021-01-08,405.0,0.2113,-0.9582
2233326,2020-12-11,2021-01-08,410.0,0.2113,-0.973
2233328,2020-12-11,2021-01-08,415.0,0.2113,-0.9827
2233330,2020-12-11,2021-01-08,420.0,0.2113,-0.9888
2233332,2020-12-11,2021-01-08,425.0,0.2113,-0.9924
2233334,2020-12-11,2021-01-08,430.0,0.2113,-0.9946
2233336,2020-12-11,2021-01-08,435.0,0.2113,-0.9958
2233338,2020-12-11,2021-01-08,440.0,0.2113,-0.9964
2233340,2020-12-11,2021-01-08,450.0,0.2113,-0.997
2233342,2020-12-11,2021-01-08,460.0,0.2113,-0.9971
2233344,2020-12-11,2021-01-08,470.0,0.2113,-0.9971
2242158,2020-12-14,2021-01-11,220.0,0.4389,0.0
2242160,2020-12-14,2021-01-11,225.0,0.4389,0.0
2242162,2020-12-14,2021-01-11,230.0,0.4389,-0.0001
2242164,2020-12-14,2021-01-11,235.0,0.4389,-0.0001
2242166,2020-12-14,2021-01-11,240.0,0.4389,-0.0002
2242168,2020-12-14,2021-01-11,245.0,0.4389,-0.0004
2242170,2020-12-14,2021-01-11,250.0,0.4389,-0.0007
2242172,2020-12-14,2021-01-11,255.0,0.4389,-0.0013
2242174,2020-12-14,2021-01-11,260.0,0.4389,-0.0021
2242176,2020-12-14,2021-01-11,265.0,0.4389,-0.0035
2242178,2020-12-14,2021-01-11,270.0,0.4389,-0.0055
2242180,2020-12-14,2021-01-11,275.0,0.4389,-0.0084
2242182,2020-12-14,2021-01-11,280.0,0.4389,-0.0125
2242184,2020-12-14,2021-01-11,285.0,0.4389,-0.0181
2242186,2020-12-14,2021-01-11,290.0,0.4389,-0.0256
2242188,2020-12-14,2021-01-11,295.0,0.4199,-0.0298
2242190,2020-12-14,2021-01-11,300.0,0.4022,-0.0353
2242192,2020-12-14,2021-01-11,305.0,0.384,-0.0417
2242194,2020-12-14,2021-01-11,310.0,0.3675,-0.0502
2242196,2020-12-14,2021-01-11,315.0,0.3511,-0.0607
2242198,2020-12-14,2021-01-11,320.0,0.3355,-0.0743
2242200,2020-12-14,2021-01-11,325.0,0.3203,-0.0914
2242202,2020-12-14,2021-01-11,330.0,0.3052,-0.113
2242204,2020-12-14,2021-01-11,335.0,0.2902,-0.1401
2242206,2020-12-14,2021-01-11,340.0,0.2749,-0.1739
2242208,2020-12-14,2021-01-11,345.0,0.2597,-0.2164
2242210,2020-12-14,2021-01-11,350.0,0.2439,-0.2692
2242212,2020-12-14,2021-01-11,355.0,0.2274,-0.3346
2242214,2020-12-14,2021-01-11,360.0,0.2106,-0.4152
2242216,2020-12-14,2021-01-11,365.0,0.1937,-0.5127
2242218,2020-12-14,2021-01-11,366.0,0.1901,-0.5342
2242220,2020-12-14,2021-01-11,367.0,0.1866,-0.5564
2242222,2020-12-14,2021-01-11,368.0,0.1828,-0.5793
2242224,2020-12-14,2021-01-11,369.0,0.1795,-0.6025
2242226,2020-12-14,2021-01-11,370.0,0.1761,-0.6261
2242228,2020-12-14,2021-01-11,371.0,0.1728,-0.6501
2242230,2020-12-14,2021-01-11,372.0,0.1704,-0.6733
2242232,2020-12-14,2021-01-11,373.0,0.1665,-0.6982
2242234,2020-12-14,2021-01-11,374.0,0.1647,-0.7206
2242236,2020-12-14,2021-01-11,375.0,0.1618,-0.7440000000000001
2242238,2020-12-14,2021-01-11,376.0,0.1598,-0.7657
2242240,2020-12-14,2021-01-11,377.0,0.1567,-0.7885
2242242,2020-12-14,2021-01-11,378.0,0.1561,-0.8067
2242244,2020-12-14,2021-01-11,379.0,0.153,-0.8281
2242246,2020-12-14,2021-01-11,380.0,0.1528,-0.8438
2242248,2020-12-14,2021-01-11,381.0,0.1509,-0.8612
2242250,2020-12-14,2021-01-11,382.0,0.1519,-0.873
2242252,2020-12-14,2021-01-11,383.0,0.1497,-0.8888
2242254,2020-12-14,2021-01-11,384.0,0.152,-0.8966
2242256,2020-12-14,2021-01-11,385.0,0.1515,-0.9079
2242258,2020-12-14,2021-01-11,386.0,0.1535,-0.9147
2242260,2020-12-14,2021-01-11,387.0,0.1521,-0.9256
2242262,2020-12-14,2021-01-11,388.0,0.1569,-0.9274
2242264,2020-12-14,2021-01-11,389.0,0.1557,-0.9365
2242266,2020-12-14,2021-01-11,390.0,0.1598,-0.9386
2242268,2020-12-14,2021-01-11,391.0,0.1604,-0.9445
2242270,2020-12-14,2021-01-11,392.0,0.1604,-0.9504
2242272,2020-12-14,2021-01-11,393.0,0.1604,-0.9558
2242274,2020-12-14,2021-01-11,394.0,0.1604,-0.9606
2242276,2020-12-14,2021-01-11,395.0,0.1604,-0.965
2242278,2020-12-14,2021-01-11,396.0,0.1604,-0.9689
2242280,2020-12-14,2021-01-11,397.0,0.1604,-0.9724
2242282,2020-12-14,2021-01-11,398.0,0.1604,-0.9755
2242284,2020-12-14,2021-01-11,399.0,0.1604,-0.9782
2242286,2020-12-14,2021-01-11,400.0,0.1604,-0.9807
2242288,2020-12-14,2021-01-11,401.0,0.1604,-0.9828
2242290,2020-12-14,2021-01-11,402.0,0.1604,-0.9847
2242292,2020-12-14,2021-01-11,404.0,0.1604,-0.9878
2242294,2020-12-14,2021-01-11,405.0,0.1604,-0.9891
2242296,2020-12-14,2021-01-11,410.0,0.1604,-0.9934
2242298,2020-12-14,2021-01-11,415.0,0.1604,-0.9954
2242300,2020-12-14,2021-01-11,420.0,0.1604,-0.9962
2242302,2020-12-14,2021-01-11,425.0,0.1604,-0.9966
2242304,2020-12-14,2021-01-11,430.0,0.1604,-0.9967
2242306,2020-12-14,2021-01-11,435.0,0.1604,-0.9968
2242308,2020-12-14,2021-01-11,440.0,0.1604,-0.9968
2242310,2020-12-14,2021-01-11,450.0,0.1604,-0.9968
2242312,2020-12-14,2021-01-11,460.0,0.1604,-0.9968
2242314,2020-12-14,2021-01-11,470.0,0.1604,-0.9968
2251380,2020-12-15,2021-01-15,25.0,0.3969,0.0
2251382,2020-12-15,2021-01-15,30.0,0.3969,0.0
2251384,2020-12-15,2021-01-15,35.0,0.3969,0.0
2251386,2020-12-15,2021-01-15,40.0,0.3969,0.0
2251388,2020-12-15,2021-01-15,45.0,0.3969,0.0
2251390,2020-12-15,2021-01-15,50.0,0.3969,0.0
2251392,2020-12-15,2021-01-15,55.0,0.3969,0.0
2251394,2020-12-15,2021-01-15,60.0,0.3969,0.0
2251396,2020-12-15,2021-01-15,65.0,0.3969,0.0
2251398,2020-12-15,2021-01-15,70.0,0.3969,0.0
2251400,2020-12-15,2021-01-15,75.0,0.3969,0.0
2251402,2020-12-15,2021-01-15,80.0,0.3969,0.0
2251404,2020-12-15,2021-01-15,85.0,0.3969,0.0
2251406,2020-12-15,2021-01-15,90.0,0.3969,0.0
2251408,2020-12-15,2021-01-15,95.0,0.3969,0.0
2251410,2020-12-15,2021-01-15,100.0,0.3969,0.0
2251412,2020-12-15,2021-01-15,105.0,0.3969,0.0
2251414,2020-12-15,2021-01-15,110.0,0.3969,0.0
2251416,2020-12-15,2021-01-15,115.0,0.3969,0.0
2251418,2020-12-15,2021-01-15,120.0,0.3969,0.0
2251420,2020-12-15,2021-01-15,125.0,0.3969,0.0
2251422,2020-12-15,2021-01-15,130.0,0.3969,0.0
2251424,2020-12-15,2021-01-15,135.0,1.0999,-0.0004
2251426,2020-12-15,2021-01-15,140.0,1.0617,-0.0004
2251428,2020-12-15,2021-01-15,145.0,1.0248,-0.0005
2251430,2020-12-15,2021-01-15,150.0,0.9891,-0.0005
2251432,2020-12-15,2021-01-15,155.0,0.9547,-0.0005
2251434,2020-12-15,2021-01-15,160.0,0.9634,-0.0008
2251436,2020-12-15,2021-01-15,165.0,0.9297,-0.0008
2251438,2020-12-15,2021-01-15,170.0,0.897,-0.0009
2251440,2020-12-15,2021-01-15,175.0,0.8652,-0.0009
2251442,2020-12-15,2021-01-15,180.0,0.8602,-0.0013
2251444,2020-12-15,2021-01-15,185.0,0.8293,-0.0013
2251446,2020-12-15,2021-01-15,190.0,0.8184,-0.0017
2251448,2020-12-15,2021-01-15,191.0,0.8124,-0.0017
2251450,2020-12-15,2021-01-15,192.0,0.8064,-0.0017
2251452,2020-12-15,2021-01-15,193.0,0.8003,-0.0017
2251454,2020-12-15,2021-01-15,194.0,0.7944,-0.0017
2251456,2020-12-15,2021-01-15,195.0,0.7884,-0.0017
2251458,2020-12-15,2021-01-15,196.0,0.7825,-0.0017
2251460,2020-12-15,2021-01-15,197.0,0.7766,-0.0018
2251462,2020-12-15,2021-01-15,198.0,0.7708,-0.0018
2251464,2020-12-15,2021-01-15,199.0,0.7802,-0.0021
2251466,2020-12-15,2021-01-15,200.0,0.7743,-0.0021
2251468,2020-12-15,2021-01-15,201.0,0.7684,-0.0021
2251470,2020-12-15,2021-01-15,202.0,0.7626,-0.0022
2251472,2020-12-15,2021-01-15,203.0,0.7567,-0.0022
2251474,2020-12-15,2021-01-15,204.0,0.7509,-0.0022
2251476,2020-12-15,2021-01-15,205.0,0.7452,-0.0022
2251478,2020-12-15,2021-01-15,206.0,0.7394,-0.0022
2251480,2020-12-15,2021-01-15,207.0,0.7338,-0.0022
2251482,2020-12-15,2021-01-15,208.0,0.7405,-0.0026
2251484,2020-12-15,2021-01-15,209.0,0.7348,-0.0026
2251486,2020-12-15,2021-01-15,210.0,0.7291,-0.0026
2251488,2020-12-15,2021-01-15,211.0,0.7234,-0.0027
2251490,2020-12-15,2021-01-15,212.0,0.7177,-0.0027
2251492,2020-12-15,2021-01-15,213.0,0.7121,-0.0027
2251494,2020-12-15,2021-01-15,214.0,0.7065,-0.0027
2251496,2020-12-15,2021-01-15,215.0,0.7009,-0.0027
2251498,2020-12-15,2021-01-15,216.0,0.7058,-0.0031
2251500,2020-12-15,2021-01-15,217.0,0.7002,-0.0031
2251502,2020-12-15,2021-01-15,218.0,0.6946,-0.0031
2251504,2020-12-15,2021-01-15,219.0,0.6890000000000001,-0.0032
2251506,2020-12-15,2021-01-15,220.0,0.6835,-0.0032
2251508,2020-12-15,2021-01-15,221.0,0.6871,-0.0036
2251510,2020-12-15,2021-01-15,222.0,0.6816,-0.0036
2251512,2020-12-15,2021-01-15,223.0,0.6759999999999999,-0.0036
2251514,2020-12-15,2021-01-15,224.0,0.6705,-0.0037
2251516,2020-12-15,2021-01-15,225.0,0.665,-0.0037
2251518,2020-12-15,2021-01-15,226.0,0.6596,-0.0037
2251520,2020-12-15,2021-01-15,227.0,0.6623,-0.0041
2251522,2020-12-15,2021-01-15,228.0,0.6567,-0.0041
2251524,2020-12-15,2021-01-15,229.0,0.6513,-0.0042
2251526,2020-12-15,2021-01-15,230.0,0.6458,-0.0042
2251528,2020-12-15,2021-01-15,231.0,0.6404,-0.0042
2251530,2020-12-15,2021-01-15,232.0,0.6422,-0.0046
2251532,2020-12-15,2021-01-15,233.0,0.6368,-0.0047
2251534,2020-12-15,2021-01-15,234.0,0.6314,-0.0047
2251536,2020-12-15,2021-01-15,235.0,0.626,-0.0047
2251538,2020-12-15,2021-01-15,236.0,0.6206,-0.0048
2251540,2020-12-15,2021-01-15,237.0,0.6218,-0.0052
2251542,2020-12-15,2021-01-15,238.0,0.6164,-0.0052
2251544,2020-12-15,2021-01-15,239.0,0.611,-0.0053
2251546,2020-12-15,2021-01-15,240.0,0.6057,-0.0053
2251548,2020-12-15,2021-01-15,241.0,0.6063,-0.0057
2251550,2020-12-15,2021-01-15,242.0,0.601,-0.0058
2251552,2020-12-15,2021-01-15,243.0,0.5956,-0.0058
2251554,2020-12-15,2021-01-15,244.0,0.5903,-0.0059
2251556,2020-12-15,2021-01-15,245.0,0.5905,-0.0063
2251558,2020-12-15,2021-01-15,246.0,0.5852,-0.0064
2251560,2020-12-15,2021-01-15,247.0,0.5799,-0.0064
2251562,2020-12-15,2021-01-15,248.0,0.5797,-0.0068
2251564,2020-12-15,2021-01-15,249.0,0.5744,-0.0069
2251566,2020-12-15,2021-01-15,250.0,0.5691,-0.006999999999999999
2251568,2020-12-15,2021-01-15,251.0,0.5638,-0.006999999999999999
2251570,2020-12-15,2021-01-15,252.0,0.5633,-0.0075
2251572,2020-12-15,2021-01-15,253.0,0.5579999999999999,-0.0075
2251574,2020-12-15,2021-01-15,254.0,0.5528,-0.0076
2251576,2020-12-15,2021-01-15,255.0,0.5519,-0.0081
2251578,2020-12-15,2021-01-15,256.0,0.5467,-0.0081
2251580,2020-12-15,2021-01-15,257.0,0.5455,-0.0086
2251582,2020-12-15,2021-01-15,258.0,0.5403,-0.0087
2251584,2020-12-15,2021-01-15,259.0,0.5352,-0.0088
2251586,2020-12-15,2021-01-15,260.0,0.5338,-0.0092
2251588,2020-12-15,2021-01-15,261.0,0.5285,-0.0093
2251590,2020-12-15,2021-01-15,262.0,0.527,-0.0098
2251592,2020-12-15,2021-01-15,263.0,0.5218,-0.0099
2251594,2020-12-15,2021-01-15,264.0,0.5201,-0.0104
2251596,2020-12-15,2021-01-15,265.0,0.5148,-0.0105
2251598,2020-12-15,2021-01-15,266.0,0.5096,-0.0106
2251600,2020-12-15,2021-01-15,267.0,0.5077,-0.0111
2251602,2020-12-15,2021-01-15,268.0,0.5025,-0.0112
2251604,2020-12-15,2021-01-15,269.0,0.5005,-0.0117
2251606,2020-12-15,2021-01-15,270.0,0.4983,-0.0122
2251608,2020-12-15,2021-01-15,271.0,0.4931,-0.0123
2251610,2020-12-15,2021-01-15,272.0,0.4908,-0.0128
2251612,2020-12-15,2021-01-15,273.0,0.4857,-0.013000000000000001
2251614,2020-12-15,2021-01-15,274.0,0.4832,-0.0135
2251616,2020-12-15,2021-01-15,275.0,0.478,-0.0136
2251618,2020-12-15,2021-01-15,276.0,0.4755,-0.0142
2251620,2020-12-15,2021-01-15,277.0,0.4729,-0.0148
2251622,2020-12-15,2021-01-15,278.0,0.4676,-0.0149
2251624,2020-12-15,2021-01-15,279.0,0.4649,-0.0155
2251626,2020-12-15,2021-01-15,280.0,0.4621,-0.016
2251628,2020-12-15,2021-01-15,281.0,0.4569,-0.0162
2251630,2020-12-15,2021-01-15,282.0,0.45399999999999996,-0.0168
2251632,2020-12-15,2021-01-15,283.0,0.451,-0.0174
2251634,2020-12-15,2021-01-15,284.0,0.4479,-0.018000000000000002
2251636,2020-12-15,2021-01-15,285.0,0.4427,-0.0182
2251638,2020-12-15,2021-01-15,286.0,0.4396,-0.0188
2251640,2020-12-15,2021-01-15,287.0,0.4364,-0.0194
2251642,2020-12-15,2021-01-15,288.0,0.4332,-0.0201
2251644,2020-12-15,2021-01-15,289.0,0.4299,-0.0207
2251646,2020-12-15,2021-01-15,290.0,0.4265,-0.0214
2251648,2020-12-15,2021-01-15,291.0,0.4231,-0.022000000000000002
2251650,2020-12-15,2021-01-15,292.0,0.4196,-0.0227
2251652,2020-12-15,2021-01-15,293.0,0.4161,-0.0234
2251654,2020-12-15,2021-01-15,294.0,0.4125,-0.0241
2251656,2020-12-15,2021-01-15,295.0,0.4105,-0.0252
2251658,2020-12-15,2021-01-15,296.0,0.4068,-0.026000000000000002
2251660,2020-12-15,2021-01-15,297.0,0.4031,-0.0267
2251662,2020-12-15,2021-01-15,298.0,0.4007,-0.0278
2251664,2020-12-15,2021-01-15,299.0,0.3969,-0.0286
2251666,2020-12-15,2021-01-15,300.0,0.3944,-0.0298
2251668,2020-12-15,2021-01-15,301.0,0.3904,-0.0306
2251670,2020-12-15,2021-01-15,302.0,0.3877,-0.0318
2251672,2020-12-15,2021-01-15,303.0,0.3837,-0.0327
2251674,2020-12-15,2021-01-15,304.0,0.3809,-0.034
2251676,2020-12-15,2021-01-15,305.0,0.3779,-0.0352
